pathway_id,pathway_name,mean_abs_ig_attribution,std_abs_ig_attribution,n_seeds,rank_by_mean,se_abs_ig_attribution,cv_abs_ig_attribution,consistency_score,above_mean_floor,rank_by_consistency_filtered
R-HSA-9958863,SLC-mediated transport of amino acids,0.00168,0.00083,10,63,0.00026,0.49367,6.40563,TRUE,1
R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,0.00091,0.00047,10,232,0.00015,0.51416,6.15035,TRUE,2
R-HSA-9620244,Long-term potentiation,0.00114,0.00059,10,160,0.00019,0.51546,6.13489,TRUE,3
R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,0.00256,0.00132,10,20,0.00042,0.51825,6.10189,TRUE,4
R-HSA-168638,NOD1/2 Signaling Pathway,0.00218,0.00116,10,35,0.00037,0.53166,5.94792,TRUE,5
R-HSA-196807,Nicotinate metabolism,0.00186,0.00100,10,54,0.00031,0.53521,5.90851,TRUE,6
R-HSA-9861718,Regulation of pyruvate metabolism,0.00099,0.00054,10,201,0.00017,0.54130,5.84199,TRUE,7
R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,0.00229,0.00127,10,31,0.00040,0.55355,5.71275,TRUE,8
R-HSA-190872,Transport of connexons to the plasma membrane,0.00268,0.00155,10,16,0.00049,0.58009,5.45135,TRUE,9
R-HSA-9674555,Signaling by CSF3 (G-CSF),0.00099,0.00058,10,198,0.00018,0.58311,5.42311,TRUE,10
R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,0.001466665,0.000855884,10,89,0.000270654,0.583557912,5.418961163,TRUE,11
R-HSA-3371571,HSF1-dependent transactivation,0.003097981,0.001836304,10,10,0.00058069,0.592742257,5.334996149,TRUE,12
R-HSA-5656169,Termination of translesion DNA synthesis,0.001265316,0.000757657,10,124,0.000239592,0.598789026,5.281121603,TRUE,13
R-HSA-5213460,RIPK1-mediated regulated necrosis,0.00199871,0.001205544,10,46,0.000381226,0.603160856,5.242842982,TRUE,14
R-HSA-9013407,RHOH GTPase cycle,0.001633029,0.000988966,10,69,0.000312738,0.605602037,5.221709091,TRUE,15
R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes,0.001233993,0.000747763,10,131,0.000236463,0.605970109,5.218537368,TRUE,16
R-HSA-5362768,Hh mutants are degraded by ERAD,0.000913076,0.00055762,10,229,0.000176335,0.610704813,5.178078826,TRUE,17
R-HSA-6806667,Metabolism of fat-soluble vitamins,0.002435258,0.001488036,10,26,0.000470558,0.611038407,5.175251875,TRUE,18
R-HSA-9664565,Signaling by ERBB2 KD Mutants,0.001121716,0.000689237,10,164,0.000217956,0.614448957,5.146526204,TRUE,19
R-HSA-917977,Transferrin endocytosis and recycling,0.001877488,0.001160941,10,52,0.000367122,0.618347965,5.114074666,TRUE,20
R-HSA-1296059,G protein gated Potassium channels,0.00104622,0.000647519,10,186,0.000204764,0.618912991,5.109405855,TRUE,21
R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,0.001061246,0.000661745,10,176,0.000209262,0.62355524,5.071367309,TRUE,22
R-HSA-389977,Post-chaperonin tubulin folding pathway,0.001916406,0.001233316,10,49,0.000390009,0.643556593,4.913752258,TRUE,23
R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",0.001262486,0.000813119,10,126,0.000257131,0.644061581,4.909899537,TRUE,24
R-HSA-982772,Growth hormone receptor signaling,0.001430832,0.000924566,10,97,0.000292373,0.646173631,4.893851296,TRUE,25
R-HSA-70263,Gluconeogenesis,0.001059129,0.000687561,10,178,0.000217426,0.649176012,4.871217669,TRUE,26
R-HSA-110331,Cleavage of the damaged purine,0.002030038,0.001322475,10,42,0.000418203,0.651453381,4.854188732,TRUE,27
R-HSA-73893,DNA Damage Bypass,0.00124603,0.000813293,10,128,0.000257186,0.652706853,4.844866641,TRUE,28
R-HSA-380108,Chemokine receptors bind chemokines,0.00517524,0.003379035,10,1,0.001068545,0.652923361,4.8432601,TRUE,29
R-HSA-8849932,Synaptic adhesion-like molecules,0.000935999,0.000614383,10,221,0.000194285,0.656392621,4.817661807,TRUE,30
R-HSA-76009,Platelet Aggregation (Plug Formation),0.00092477,0.000609861,10,223,0.000192855,0.659472701,4.795160827,TRUE,31
R-HSA-156590,Glutathione conjugation,0.00322471,0.002147679,10,8,0.000679156,0.666006768,4.748116403,TRUE,32
R-HSA-163560,Triglyceride catabolism,0.001203683,0.000807348,10,140,0.000255306,0.67073135,4.714671021,TRUE,33
R-HSA-194068,Bile acid and bile salt metabolism,0.00246009,0.001651324,10,23,0.000522194,0.671245311,4.711061081,TRUE,34
R-HSA-392154,Nitric oxide stimulates guanylate cyclase,0.001070582,0.00072159,10,175,0.000228187,0.674016364,4.691692711,TRUE,35
R-HSA-9749641,Aspirin ADME,0.003255912,0.002207459,10,7,0.00069806,0.677984917,4.664230105,TRUE,36
R-HSA-9640148,Infection with Enterobacteria,0.002416532,0.001666598,10,28,0.000527025,0.689665167,4.585236158,TRUE,37
R-HSA-5339562,Uptake and actions of bacterial toxins,0.002291134,0.001582455,10,32,0.000500416,0.69068656,4.57845547,TRUE,38
R-HSA-210991,Basigin interactions,0.001392139,0.000962166,10,103,0.000304264,0.691142034,4.575438196,TRUE,39
R-HSA-1482788,Acyl chain remodelling of PC,0.001499192,0.001039458,10,79,0.000328706,0.693345591,4.560896763,TRUE,40
R-HSA-75876,Synthesis of very long-chain fatty acyl-CoAs,0.001270138,0.000885675,10,123,0.000280075,0.6973061,4.534992106,TRUE,41
R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,0.000993004,0.000693323,10,197,0.000219248,0.698207414,4.529137901,TRUE,42
R-HSA-212676,Dopamine Neurotransmitter Release Cycle,0.001298513,0.000907097,10,118,0.000286849,0.698565703,4.526814937,TRUE,43
R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,0.002438401,0.001727643,10,25,0.000546329,0.70851472,4.463249064,TRUE,44
R-HSA-5357786,TNFR1-induced proapoptotic signaling,0.001234555,0.000876359,10,130,0.000277129,0.70985825,4.45480159,TRUE,45
R-HSA-399719,Trafficking of AMPA receptors,0.001549366,0.001106484,10,76,0.000349901,0.714153151,4.42801051,TRUE,46
R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",0.001053574,0.00075751,10,181,0.000239546,0.718991014,4.398215832,TRUE,47
R-HSA-499943,Interconversion of nucleotide di- and triphosphates,0.001093114,0.000787992,10,167,0.000249185,0.720868387,4.386761461,TRUE,48
R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",0.000944632,0.000681737,10,216,0.000215584,0.721695882,4.381731611,TRUE,49
R-HSA-4608870,Asymmetric localization of PCP proteins,0.001673433,0.001210826,10,65,0.000382897,0.723558276,4.370453304,TRUE,50
R-HSA-375280,Amine ligand-binding receptors,0.001444983,0.001049388,10,94,0.000331846,0.72622883,4.354381884,TRUE,51
R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",0.001490015,0.001087272,10,80,0.000343825,0.729705099,4.33363788,TRUE,52
R-HSA-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,0.001359897,0.000993083,10,110,0.00031404,0.730263527,4.330323976,TRUE,53
R-HSA-6804758,Regulation of TP53 Activity through Acetylation,0.001518175,0.00111356,10,77,0.000352138,0.733485697,4.311301057,TRUE,54
R-HSA-9734009,Defective Intrinsic Pathway for Apoptosis,0.001074292,0.00079061,10,174,0.000250013,0.735935407,4.296950016,TRUE,55
R-HSA-5675482,Regulation of necroptotic cell death,0.001557685,0.001166241,10,75,0.000368798,0.748701783,4.223681221,TRUE,56
R-HSA-390918,Peroxisomal lipid metabolism,0.002015062,0.001513561,10,44,0.00047863,0.751123789,4.210061917,TRUE,57
R-HSA-9864848,Complex IV assembly,0.001161929,0.000881249,10,152,0.000278675,0.758435489,4.1694748,TRUE,58
R-HSA-5260271,Diseases of Immune System,0.002919249,0.002225311,10,13,0.000703705,0.762288937,4.148397683,TRUE,59
R-HSA-877312,Regulation of IFNG signaling,0.001484977,0.001136148,10,83,0.000359281,0.765094313,4.133186728,TRUE,60
R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,0.002492401,0.00191289,10,22,0.000604909,0.767488893,4.120291107,TRUE,61
R-HSA-201556,Signaling by ALK,0.001236171,0.000950132,10,129,0.000300458,0.76860857,4.114288837,TRUE,62
R-HSA-9830364,Formation of the nephric duct,0.000990077,0.000767746,10,200,0.000242783,0.775440807,4.078038753,TRUE,63
R-HSA-4090294,SUMOylation of intracellular receptors,0.000950649,0.000738221,10,214,0.000233446,0.776544568,4.072242332,TRUE,64
R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,0.001044683,0.000817136,10,189,0.000258401,0.782185193,4.04287589,TRUE,65
R-HSA-5602358,Diseases associated with the TLR signaling cascade,0.001475617,0.001158292,10,87,0.000366284,0.784954049,4.028615006,TRUE,66
R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT),0.000901544,0.000710756,10,236,0.000224761,0.788376425,4.011126612,TRUE,67
R-HSA-196071,Metabolism of steroid hormones,0.001451107,0.001167322,10,93,0.00036914,0.804435687,3.931050936,TRUE,68
R-HSA-5620924,Intraflagellar transport,0.002754818,0.002221508,10,14,0.000702503,0.806408367,3.921434584,TRUE,69
R-HSA-977068,Termination of O-glycan biosynthesis,0.001226853,0.000994449,10,134,0.000314472,0.810569119,3.901305374,TRUE,70
R-HSA-9615710,Late endosomal microautophagy,0.00105357,0.000854723,10,182,0.000270287,0.8112638,3.897964708,TRUE,71
R-HSA-8979227,Triglyceride metabolism,0.001383683,0.00112324,10,105,0.0003552,0.811775742,3.895506476,TRUE,72
R-HSA-9918485,Dengue Virus Attachment and Entry,0.00148948,0.001213292,10,81,0.000383677,0.814574053,3.882124222,TRUE,73
R-HSA-8941858,Regulation of RUNX3 expression and activity,0.00089917,0.000736147,10,238,0.00023279,0.818695965,3.862578777,TRUE,74
R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK,0.000972569,0.000798902,10,206,0.000252635,0.821435086,3.849698795,TRUE,75
R-HSA-9933387,"RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression",0.001477951,0.0012176,10,86,0.000385039,0.823842809,3.83844785,TRUE,76
R-HSA-192105,Synthesis of bile acids and bile salts,0.002052759,0.001695333,10,41,0.000536111,0.825880268,3.828978341,TRUE,77
R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III,0.002427651,0.0020152,10,27,0.000637262,0.830102653,3.80950193,TRUE,78
R-HSA-5689901,Metalloprotease DUBs,0.001187448,0.000987456,10,146,0.000312261,0.831578058,3.802743023,TRUE,79
R-HSA-9958790,SLC-mediated transport of inorganic anions,0.001456865,0.001213673,10,92,0.000383797,0.833071993,3.795923626,TRUE,80
R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,0.001183294,0.000986167,10,148,0.000311853,0.833408013,3.794393154,TRUE,81
R-HSA-2142691,Synthesis of Leukotrienes (LT) and Eoxins (EX),0.002642225,0.002204287,10,18,0.000697057,0.834254103,3.790544928,TRUE,82
R-HSA-9927432,Developmental Lineage of Mammary Gland Myoepithelial Cells,0.001049073,0.000876812,10,183,0.000277272,0.835797097,3.783547072,TRUE,83
R-HSA-114508,Effects of PIP2 hydrolysis,0.001048585,0.000879141,10,184,0.000278009,0.838406412,3.771771799,TRUE,84
R-HSA-1483166,Synthesis of PA,0.002645913,0.002233323,10,17,0.000706239,0.844065099,3.746485507,TRUE,85
R-HSA-9938206,Developmental Lineage of Mammary Stem Cells,0.001026322,0.000871374,10,193,0.000275553,0.849026436,3.724592693,TRUE,86
R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),0.001465024,0.001245208,10,90,0.000393769,0.849957391,3.720513162,TRUE,87
R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,0.001192536,0.001017964,10,144,0.000321908,0.853613011,3.704579966,TRUE,88
R-HSA-3928663,EPHA-mediated growth cone collapse,0.000900598,0.000771796,10,237,0.000244063,0.856981457,3.690018769,TRUE,89
R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,0.001891762,0.001623428,10,51,0.000513373,0.858156503,3.684966143,TRUE,90
R-HSA-5083635,Defective B3GALTL causes PpS,0.001368599,0.001179787,10,109,0.000373081,0.862039896,3.668365783,TRUE,91
R-HSA-1222556,ROS and RNS production in phagocytes,0.002019305,0.001744156,10,43,0.000551551,0.863741092,3.661140692,TRUE,92
R-HSA-933542,TRAF6 mediated NF-kB activation,0.001088221,0.000942518,10,171,0.00029805,0.866109502,3.651129163,TRUE,93
R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,0.001217361,0.001054394,10,136,0.000333429,0.866131055,3.651038307,TRUE,94
R-HSA-8854214,TBC/RABGAPs,0.001698476,0.001473776,10,62,0.000466049,0.867705165,3.644414933,TRUE,95
R-HSA-109704,PI3K Cascade,0.002010122,0.001746552,10,45,0.000552308,0.8688787,3.639492669,TRUE,96
R-HSA-5693554,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),0.000909674,0.000791113,10,231,0.000250172,0.869666615,3.636195301,TRUE,97
R-HSA-9660826,Purinergic signaling in leishmaniasis infection,0.000939168,0.0008217,10,218,0.000259844,0.874923122,3.61434917,TRUE,98
R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,0.00352476,0.003094111,10,6,0.000978444,0.877821697,3.602414557,TRUE,99
R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,0.001614208,0.00141783,10,70,0.000448357,0.878344041,3.600272231,TRUE,100
R-HSA-9748787,Azathioprine ADME,0.001158362,0.001018604,10,154,0.000322111,0.87934866,3.596159071,TRUE,101
R-HSA-9909505,Modulation of host responses by IFN-stimulated genes,0.001275417,0.001121697,10,122,0.000354712,0.879474318,3.595645258,TRUE,102
R-HSA-9682385,FLT3 signaling in disease,0.001481321,0.001306401,10,85,0.00041312,0.881916371,3.585688807,TRUE,103
R-HSA-8854691,Interleukin-20 family signaling,0.001732355,0.001531818,10,57,0.000484404,0.884240363,3.576264773,TRUE,104
R-HSA-1266695,Interleukin-7 signaling,0.002456688,0.002182508,10,24,0.00069017,0.888394244,3.559543167,TRUE,105
R-HSA-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,0.001144238,0.001020187,10,158,0.000322611,0.891586201,3.546799688,TRUE,106
R-HSA-163359,Glucagon signaling in metabolic regulation,0.000906185,0.000808684,10,235,0.000255728,0.892404312,3.543548163,TRUE,107
R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle,0.001306679,0.001172327,10,117,0.000370722,0.897180818,3.524682647,TRUE,108
R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",0.001653432,0.001484992,10,68,0.000469596,0.898127107,3.520968955,TRUE,109
R-HSA-5673000,RAF activation,0.001321383,0.001188066,10,115,0.0003757,0.899108243,3.517126757,TRUE,110
R-HSA-379724,tRNA Aminoacylation,0.001045171,0.000940407,10,188,0.000297383,0.899763681,3.514564688,TRUE,111
R-HSA-8863795,Downregulation of ERBB2 signaling,0.001121921,0.00101126,10,163,0.000319788,0.901364287,3.508323667,TRUE,112
R-HSA-5694530,Cargo concentration in the ER,0.000959942,0.000865969,10,209,0.000273843,0.90210516,3.505442383,TRUE,113
R-HSA-5357769,Caspase activation via extrinsic apoptotic signalling pathway,0.001232732,0.001112084,10,132,0.000351672,0.902129634,3.505347282,TRUE,114
R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,0.001610187,0.001453071,10,71,0.000459501,0.902423276,3.504206666,TRUE,115
R-HSA-9613829,Chaperone Mediated Autophagy,0.001464936,0.00132272,10,91,0.000418281,0.902920517,3.502276891,TRUE,116
R-HSA-3371568,Attenuation phase,0.002638946,0.002385037,10,19,0.000754215,0.903783885,3.498931228,TRUE,117
R-HSA-5676590,NIK-->noncanonical NF-kB signaling,0.002307796,0.00209354,10,30,0.000662036,0.907159919,3.485909807,TRUE,118
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",0.00093075,0.000844346,10,222,0.000267006,0.907167524,3.485880588,TRUE,119
R-HSA-4641265,Repression of WNT target genes,0.001205213,0.001094182,10,139,0.000346011,0.90787383,3.483168648,TRUE,120
R-HSA-354192,Integrin signaling,0.001281377,0.001164281,10,120,0.000368178,0.908617194,3.480318975,TRUE,121
R-HSA-9830674,Formation of the ureteric bud,0.001957132,0.00178056,10,47,0.000563063,0.909780344,3.475869402,TRUE,122
R-HSA-5620971,Pyroptosis,0.001181663,0.001079253,10,149,0.00034129,0.913333535,3.46234704,TRUE,123
R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,0.001157757,0.001057784,10,155,0.000334501,0.913649374,3.461150142,TRUE,124
R-HSA-5334118,DNA methylation,0.001706724,0.001563796,10,59,0.000494516,0.916256379,3.451302203,TRUE,125
R-HSA-9931510,Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes,0.000937001,0.000865213,10,219,0.000273604,0.923385342,3.424656551,TRUE,126
R-HSA-9646399,Aggrephagy,0.004349138,0.004019997,10,2,0.001271235,0.924320339,3.421192335,TRUE,127
R-HSA-181429,Serotonin Neurotransmitter Release Cycle,0.00118475,0.001098292,10,147,0.00034731,0.927023789,3.411215222,TRUE,128
R-HSA-72165,mRNA Splicing - Minor Pathway,0.001228867,0.001139416,10,133,0.000360315,0.927208393,3.410536062,TRUE,129
R-HSA-180585,Vif-mediated degradation of APOBEC3G,0.001024785,0.000960313,10,194,0.000303678,0.937086741,3.374583721,TRUE,130
R-HSA-9955298,SLC-mediated transport of organic anions,0.001722916,0.001616724,10,58,0.000511253,0.938365069,3.369986547,TRUE,131
R-HSA-1660661,Sphingolipid de novo biosynthesis,0.001092047,0.001025685,10,168,0.00032435,0.939231359,3.366878277,TRUE,132
R-HSA-9818027,NFE2L2 regulating anti-oxidant/detoxification enzymes,0.001058284,0.000995447,10,179,0.000314788,0.940623461,3.36189537,TRUE,133
R-HSA-9701192,Defective homologous recombination repair (HRR) due to BRCA1 loss of function,0.000894929,0.000844456,10,240,0.00026704,0.943600948,3.351287075,TRUE,134
R-HSA-5223345,Miscellaneous transport and binding events,0.001590954,0.001502745,10,72,0.00047521,0.944556061,3.347898333,TRUE,135
R-HSA-9764260,Regulation of Expression and Function of Type II Classical Cadherins,0.001060974,0.001003529,10,177,0.000317344,0.94585594,3.343297354,TRUE,136
R-HSA-9753281,Paracetamol ADME,0.000954479,0.000903031,10,213,0.000285563,0.946097644,3.342443226,TRUE,137
R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway,0.001192607,0.001129667,10,143,0.000357232,0.947224669,3.338466326,TRUE,138
R-HSA-1839124,FGFR1 mutant receptor activation,0.000936959,0.00089429,10,220,0.000282799,0.95446039,3.313157565,TRUE,139
R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,0.001140492,0.001089188,10,159,0.000344432,0.955016376,3.311228728,TRUE,140
R-HSA-167243,Tat-mediated HIV elongation arrest and recovery,0.000955772,0.000914009,10,212,0.000289035,0.956303564,3.306771801,TRUE,141
R-HSA-1912420,Pre-NOTCH Processing in Golgi,0.000892969,0.000858502,10,242,0.000271482,0.961402386,3.289234254,TRUE,142
R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,0.001485029,0.001428184,10,82,0.000451632,0.961721655,3.288142307,TRUE,143
R-HSA-1482839,Acyl chain remodelling of PE,0.001337972,0.00129049,10,114,0.000408089,0.964512246,3.278628833,TRUE,144
R-HSA-442742,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,0.001100317,0.001071081,10,166,0.000338705,0.973429447,3.248594616,TRUE,145
R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,0.000887323,0.000866461,10,244,0.000273999,0.9764888,3.238416722,TRUE,146
R-HSA-449836,Other interleukin signaling,0.001160601,0.001135101,10,153,0.00035895,0.978028291,3.233319211,TRUE,147
R-HSA-211976,Endogenous sterols,0.001705517,0.001669543,10,60,0.000527956,0.978907098,3.230416519,TRUE,148
R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),0.002172246,0.002139659,10,36,0.00067662,0.98499837,3.210439487,TRUE,149
R-HSA-452723,Transcriptional regulation of pluripotent stem cells,0.001132548,0.001116339,10,161,0.000353017,0.985688397,3.208192029,TRUE,150
R-HSA-9664424,Cell recruitment (pro-inflammatory response),0.000987102,0.000980288,10,203,0.000309994,0.993097392,3.184257342,TRUE,151
R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,0.001087417,0.001082993,10,172,0.000342472,0.995931574,3.175195709,TRUE,152
R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,0.001580733,0.001582328,10,73,0.000500376,1.001009439,3.159088752,TRUE,153
R-HSA-1250196,SHC1 events in ERBB2 signaling,0.000885736,0.000891346,10,245,0.000281868,1.006333948,3.142374026,TRUE,154
R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation,0.000959572,0.000967248,10,210,0.000305871,1.007999404,3.137182073,TRUE,155
R-HSA-975634,Retinoid metabolism and transport,0.00120936,0.001223263,10,138,0.00038683,1.011496229,3.126336579,TRUE,156
R-HSA-159227,Transport of the SLBP independent Mature mRNA,0.001280423,0.001296304,10,121,0.000409927,1.012403124,3.123536057,TRUE,157
R-HSA-3000170,Syndecan interactions,0.001700799,0.001722018,10,61,0.00054455,1.012475878,3.123311606,TRUE,158
R-HSA-1592389,Activation of Matrix Metalloproteinases,0.00135143,0.001374164,10,112,0.000434549,1.016822548,3.109960206,TRUE,159
R-HSA-9840310,Glycosphingolipid catabolism,0.001779368,0.001812378,10,56,0.000573124,1.018551544,3.104681033,TRUE,160
R-HSA-4791275,Signaling by WNT in cancer,0.001181258,0.001205479,10,150,0.000381206,1.02050364,3.098742165,TRUE,161
R-HSA-73927,Depurination,0.00194575,0.001987347,10,48,0.000628454,1.021378639,3.096087524,TRUE,162
R-HSA-1227990,Signaling by ERBB2 in Cancer,0.001056968,0.001080893,10,180,0.000341808,1.022635278,3.092282976,TRUE,163
R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,0.000894446,0.000915286,10,241,0.000289439,1.023298919,3.090277535,TRUE,164
R-HSA-168276,NS1 Mediated Effects on Host Pathways,0.001035928,0.001067716,10,190,0.000337641,1.030685289,3.068131169,TRUE,165
R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,0.002057729,0.002138058,10,40,0.000676113,1.039037692,3.043467706,TRUE,166
R-HSA-9022692,Regulation of MECP2 expression and activity,0.00108534,0.001128523,10,173,0.00035687,1.039787152,3.041274027,TRUE,167
R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation,0.001092028,0.001135712,10,169,0.000359144,1.040002922,3.040643054,TRUE,168
R-HSA-210500,Glutamate Neurotransmitter Release Cycle,0.001195498,0.001245075,10,142,0.000393727,1.041469603,3.036360977,TRUE,169
R-HSA-5626467,RHO GTPases activate IQGAPs,0.003592045,0.003760587,10,5,0.001189202,1.046921026,3.02055034,TRUE,170
R-HSA-6783783,Interleukin-10 signaling,0.004326323,0.004544416,10,3,0.001437071,1.05041074,3.010515353,TRUE,171
R-HSA-2022854,Keratan sulfate biosynthesis,0.001003308,0.001059577,10,195,0.000335068,1.056083008,2.994345744,TRUE,172
R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,0.000967423,0.001031831,10,207,0.000326294,1.066577371,2.964883509,TRUE,173
R-HSA-77387,Insulin receptor recycling,0.001048347,0.001120849,10,185,0.000354444,1.069158929,2.957724595,TRUE,174
R-HSA-9675126,Diseases of mitotic cell cycle,0.002308613,0.002469961,10,29,0.00078107,1.069889743,2.955704251,TRUE,175
R-HSA-2022928,HS-GAG biosynthesis,0.00103044,0.001102989,10,191,0.000348796,1.070405816,2.95427922,TRUE,176
R-HSA-9821993,Replacement of protamines by nucleosomes in the male pronucleus,0.00143925,0.001543699,10,95,0.00048816,1.072572138,2.948312331,TRUE,177
R-HSA-432720,Lysosome Vesicle Biogenesis,0.000916392,0.000986228,10,226,0.000311873,1.076206919,2.938354702,TRUE,178
R-HSA-9635486,Infection with Mycobacterium tuberculosis,0.001370235,0.001474824,10,108,0.00046638,1.076329255,2.938020728,TRUE,179
R-HSA-9735869,SARS-CoV-1 modulates host translation machinery,0.004077371,0.004440873,10,4,0.001404327,1.089150988,2.903433679,TRUE,180
R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,0.002137919,0.002354033,10,39,0.00074441,1.101086114,2.871962164,TRUE,181
R-HSA-418217,G beta:gamma signalling through PLC beta,0.000948766,0.001045724,10,215,0.000330687,1.102193692,2.869076174,TRUE,182
R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,0.001418963,0.001567801,10,99,0.000495782,1.104892061,2.862069312,TRUE,183
R-HSA-165159,MTOR signalling,0.001260491,0.001398263,10,127,0.00044217,1.109300672,2.850694801,TRUE,184
R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,0.001002439,0.001115994,10,196,0.000352908,1.113278401,2.840509309,TRUE,185
R-HSA-5669034,TNFs bind their physiological receptors,0.002973746,0.003314801,10,12,0.001048232,1.114688518,2.836915972,TRUE,186
R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,0.001381828,0.00156562,10,106,0.000495093,1.133006655,2.791049503,TRUE,187
R-HSA-5654696,Downstream signaling of activated FGFR2,0.001434826,0.001638086,10,96,0.000518008,1.141661296,2.769891273,TRUE,188
R-HSA-2024096,HS-GAG degradation,0.001216083,0.001390922,10,137,0.000439848,1.143771718,2.764780429,TRUE,189
R-HSA-9024446,NR1H2 and NR1H3-mediated signaling,0.001264891,0.00144849,10,125,0.000458053,1.145150443,2.761451719,TRUE,190
R-HSA-9696273,RND1 GTPase cycle,0.001507476,0.001747365,10,78,0.000552565,1.159132514,2.728141626,TRUE,191
R-HSA-159234,Transport of Mature mRNAs Derived from Intronless Transcripts,0.001351913,0.001568331,10,111,0.00049595,1.160082935,2.725906542,TRUE,192
R-HSA-9035034,RHOF GTPase cycle,0.001150692,0.001351804,10,157,0.000427478,1.174775194,2.691815146,TRUE,193
R-HSA-73728,RNA Polymerase I Promoter Opening,0.002513053,0.002954822,10,21,0.000934397,1.175789401,2.689493252,TRUE,194
R-HSA-1963642,PI3K events in ERBB2 signaling,0.000912852,0.001074656,10,230,0.000339836,1.177251041,2.686154058,TRUE,195
R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,0.00094188,0.001120323,10,217,0.000354277,1.189454184,2.658595601,TRUE,196
R-HSA-8964043,Plasma lipoprotein clearance,0.001467779,0.001756001,10,88,0.000555296,1.196365856,2.643236301,TRUE,197
R-HSA-3000157,Laminin interactions,0.0018005,0.002167968,10,55,0.000685572,1.20409261,2.626274453,TRUE,198
R-HSA-68616,Assembly of the ORC complex at the origin of replication,0.002705898,0.003258417,10,15,0.001030402,1.204190619,2.6260607,TRUE,199
R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,0.001374903,0.00165822,10,107,0.000524375,1.206063031,2.621983743,TRUE,200
